1,0.0008069,0.0625,0.0625,0.0625,0.0625,48
2,0.0014649,0.1875,0.1875,0.1875,0.1875,48
3,0.0018162,0.33333334,0.25,0.375,0.375,48
4,0.0021282,0.5416667,0.375,0.625,0.625,48
5,0.0024435,0.7708333,0.625,0.75,0.9375,48
6,0.0028572,0.9583333,0.875,0.8125,1.1875,48
7,0.0031882,1.125,1.125,0.8666667,1.3529412,48
8,0.0035486,1.4375,1.2666667,1.3529412,1.6875,48
9,0.0039042,1.5833334,1.4666667,1.5555556,1.7333333,48
10,0.0042587,1.5625,1.6,1.2777778,1.8666667,48
11,0.0046201,1.8333334,1.7142857,1.5,2.3125,48
12,0.0049841,2.0416667,1.7333333,1.6111112,2.8666666,48
13,0.0053871,2.3333333,2.0714285,1.8421053,3.2,48
14,0.005746,2.6666667,2.5625,2.1176472,3.4,48
15,0.0061114,2.8958333,2.8666666,1.9411764,3.9375,48
16,0.006479,2.9375,2.5294118,2.25,4.133333,48
17,0.0070071,2.875,2.5625,2.4117646,3.7333333,48
18,0.0074118,2.5416667,2.8666666,2,2.8666666,48
19,0.007766,2.3958333,2.9444444,1.8571428,2.25,48
20,0.0081208,2.3333333,2.4117646,2.625,1.9333333,48
21,0.0085065,2.375,2.5,2.35,2.25,48
22,0.0088905,2.375,2.142857,2.3913043,2.6363637,48
23,0.0093106,2.625,2.6666667,2.2631578,3.0714285,48
24,0.0097221,2.8125,2.0769231,3.3333333,2.7142856,48
25,0.0101048,2.1458333,2,2.047619,2.4,48
26,0.0104814,2.3333333,2,2.3,2.7142856,48
27,0.0108846,2.2083333,2.0666666,1.9411764,2.625,48
28,0.0112462,2.2083333,2.0666666,1.7894737,2.9285715,48
29,0.0117479,2.1458333,2.4285715,1.5714285,2.7692308,48
30,0.0121473,2.2916667,2.6666667,1.6666666,2.9166667,48
31,0.0125619,2.5833333,3.0588236,1.7058823,3.0714285,48
32,0.0129744,2.75,2.625,2.5263157,3.2307692,48
33,0.0133567,2.875,2.857143,2.5,3.5833333,48
34,0.0137606,2.8541667,2.9333334,2.5238094,3.3333333,48
35,0.0142197,2.9791667,2.6,2.75,3.7692308,48
36,0.0147217,3.375,3,3,4.2,48
37,0.0151082,3.4583333,3.4375,2.8823528,4.133333,48
38,0.0155137,3.1875,2.7058823,3.0588236,3.9285715,48
39,0.0159084,3.1666667,3,2.6666667,3.9333334,48
40,0.0163092,2.9791667,2.6153846,2.7619047,3.642857,48
41,0.0167946,3.0208333,2.7142856,2.4444444,3.9375,48
42,0.0171687,2.7916667,2.8666666,2.0588236,3.5,48
43,0.0175536,2.7291667,2.375,1.9333333,3.764706,48
44,0.0179321,2.5208333,2.2222223,1.9285715,3.375,48
45,0.018338,2.5625,2.0625,3,2.6,48
46,0.0189591,2.2708333,2.25,2.4444444,2.0714285,48
47,0.019422,2.25,2.4666667,2.2105262,2.0714285,48
48,0.019832,2.3125,2.7857144,1.9,2.4285715,48
49,0.0202408,2.4791667,2.2142856,2.3809524,2.9230769,48
50,0.0207497,2.2916667,2.5625,1.9473684,2.4615386,48
51,0.021189,2.375,2.9411764,1.4117647,2.857143,48
52,0.0216587,2.3958333,2.642857,1.95,2.7857144,48
53,0.0220749,2.5625,2.7894738,2.0666666,2.7857144,48
54,0.0225602,2.6666667,2.4705882,2.7058823,2.857143,48
55,0.0228871,2.7291667,2.5263157,2.2857144,3.4,48
56,0.0232497,2.7916667,1.9444444,3.5625,3,48
57,0.0236308,2.7708333,2.235294,2.8333333,3.3846154,48
58,0.0240244,2.8125,2.2666667,3,3.1538463,48
59,0.0244176,2.875,2.764706,2.8823528,3,48
60,0.0247855,2.7916667,2.7777777,2.75,2.857143,48
61,0.0251504,2.6041667,2.5555556,2.4666667,2.8,48
62,0.0255079,2.9375,2.6842105,2.9375,3.3076923,48
63,0.0258985,3,2.6666667,2.8333333,3.75,48
64,0.0262865,2.9583333,2.5882354,2.7368422,3.8333333,48
65,0.0268443,3.1458333,2.5555556,3.5294118,3.4615386,48
66,0.0272445,3.2083333,2.5294118,3.4705882,3.7142856,48
67,0.0277018,2.9791667,2.5789473,3.5333333,2.9285715,48
68,0.0281626,3.1458333,2.75,3.9444444,2.5714285,48
69,0.0285628,2.8333333,2.6666667,3.142857,2.5333333,48
70,0.0289447,2.625,2.2,2.375,3.235294,48
71,0.0293279,2.6875,2.357143,2.4117646,3.235294,48
72,0.0296899,2.6875,2.6,2.4375,3,48
73,0.0300654,2.6875,2.8666666,2.25,2.9411764,48
74,0.0304312,2.6875,2.4,2.8235295,2.8125,48
75,0.0308297,2.75,2.3125,2.764706,3.2,48
76,0.0312358,2.9375,2.8,2.6666667,3.4,48
77,0.0316607,2.5625,2.5294118,2.25,2.9333334,48
78,0.0321136,2.5208333,2.2222223,2.5,2.9285715,48
79,0.0325699,2.6458333,2.4,2.7777777,2.7333333,48
80,0.0330347,2.6666667,2.1333334,2.7222223,3.1333334,48
81,0.0334527,2.7916667,2.4285715,2.6470587,3.235294,48
82,0.0338931,2.875,3.2857144,2.3888888,3.0625,48
83,0.0343122,2.6041667,3.5,1.8421053,2.7333333,48
84,0.0347162,2.5625,3.4666667,1.9411764,2.375,48
85,0.0351647,2.3958333,2.8125,1.8666667,2.4705882,48
86,0.0355712,2.3958333,2,3.1538463,2.235294,48
87,0.035949,2.5416667,2.1176472,3.4285715,2.235294,48
88,0.0363453,2.6666667,2.875,2.7333333,2.4117646,48
89,0.0367446,2.625,2.9375,2.625,2.3125,48
90,0.0371246,2.7708333,3.0666666,2.625,2.6470587,48
91,0.0375018,2.8958333,2.8666666,2.9333334,2.8888888,48
92,0.0378825,2.8958333,2.7857144,3.2777777,2.5625,48
93,0.0382668,2.7708333,3.2857144,2.2857144,3,48
94,0.0386832,3.0625,2.9285715,3.2380953,2.9230769,48
95,0.0391027,2.8958333,3,3.047619,2.5,48
96,0.0395298,2.5625,3.125,2,2.75,48
97,0.039923,2.7083333,2.4444444,2.2941177,3.6153846,48
98,0.0403578,2.6041667,1.6666666,3.7142856,2.9230769,48
99,0.0407614,2.4166667,2.142857,2.642857,2.6153846,48
100,0.041147,2.375,1.5,3,2.75,48
